Confirmed,Country/Region,Deaths,Last Update,Latitude,Longitude,Province/State,Recovered
1.0,US,0.0,2020-02-05 21:53:02,,,"Madison, WI",0.0
1.0,US,0.0,2020-02-01 19:53:03,,,"Orange, CA",0.0
1.0,US,0.0,2020-02-13 18:53:02,,,"San Antonio, TX",0.0
1.0,US,0.0,2020-02-09 07:03:04,,,"Seattle, WA",1.0
1.0,US,0.0,2020-02-01 19:43:03,,,"Tempe, AZ",0.0
62031.0,Mainland China,2029.0,2020-02-19 23:23:02,,,Hubei,10337.0
1331.0,Mainland China,5.0,2020-02-19 10:23:02,,,Guangdong,606.0
1262.0,Mainland China,19.0,2020-02-19 12:13:08,,,Henan,573.0
1174.0,Mainland China,0.0,2020-02-19 11:33:02,,,Zhejiang,604.0
1008.0,Mainland China,4.0,2020-02-19 11:33:02,,,Hunan,561.0
986.0,Mainland China,6.0,2020-02-19 14:13:03,,,Anhui,413.0
934.0,Mainland China,1.0,2020-02-19 01:23:07,,,Jiangxi,362.0
631.0,Mainland China,0.0,2020-02-19 12:13:08,,,Jiangsu,318.0
621.0,Others,0.0,2020-02-19 20:33:02,,,Diamond Princess cruise ship,1.0
560.0,Mainland China,5.0,2020-02-19 23:23:02,,,Chongqing,274.0
544.0,Mainland China,3.0,2020-02-19 12:03:07,,,Shandong,231.0
514.0,Mainland China,3.0,2020-02-19 13:53:02,,,Sichuan,188.0
470.0,Mainland China,12.0,2020-02-19 11:03:08,,,Heilongjiang,120.0
393.0,Mainland China,4.0,2020-02-19 04:53:02,,,Beijing,145.0
333.0,Mainland China,2.0,2020-02-19 04:43:02,,,Shanghai,186.0
306.0,Mainland China,4.0,2020-02-19 13:23:02,,,Hebei,152.0
293.0,Mainland China,0.0,2020-02-19 11:53:02,,,Fujian,112.0
244.0,Mainland China,2.0,2020-02-19 09:13:12,,,Guangxi,86.0
242.0,Mainland China,0.0,2020-02-19 10:23:02,,,Shaanxi,102.0
172.0,Mainland China,1.0,2020-02-19 23:33:02,,,Yunnan,60.0
168.0,Mainland China,4.0,2020-02-19 23:43:02,,,Hainan,84.0
146.0,Mainland China,2.0,2020-02-19 10:53:02,,,Guizhou,70.0
131.0,Mainland China,0.0,2020-02-19 23:53:02,,,Shanxi,68.0
130.0,Mainland China,3.0,2020-02-19 13:03:03,,,Tianjin,54.0
121.0,Mainland China,1.0,2020-02-19 01:23:07,,,Liaoning,55.0
91.0,Mainland China,2.0,2020-02-19 13:53:02,,,Gansu,65.0
90.0,Mainland China,1.0,2020-02-19 06:03:08,,,Jilin,37.0
84.0,Japan,1.0,2020-02-19 20:33:02,,,,18.0
84.0,Singapore,0.0,2020-02-19 22:13:08,,,,34.0
76.0,Mainland China,1.0,2020-02-19 07:03:07,,,Xinjiang,20.0
75.0,Mainland China,0.0,2020-02-19 11:03:08,,,Inner Mongolia,10.0
71.0,Mainland China,0.0,2020-02-19 01:53:02,,,Ningxia,42.0
63.0,Hong Kong,2.0,2020-02-19 12:13:08,,,Hong Kong,5.0
35.0,Thailand,0.0,2020-02-17 07:33:02,,,,15.0
31.0,South Korea,0.0,2020-02-18 03:43:02,,,,12.0
23.0,Taiwan,1.0,2020-02-19 07:53:02,,,Taiwan,2.0
22.0,Malaysia,0.0,2020-02-19 09:33:03,,,,15.0
18.0,Mainland China,0.0,2020-02-19 04:53:02,,,Qinghai,16.0
16.0,Germany,0.0,2020-02-18 17:03:03,,,,12.0
16.0,Vietnam,0.0,2020-02-13 06:33:02,,,,7.0
12.0,France,1.0,2020-02-15 20:53:02,,,,4.0
10.0,Macau,0.0,2020-02-16 12:03:06,,,Macau,5.0
9.0,UK,0.0,2020-02-16 16:23:06,,,,8.0
9.0,United Arab Emirates,0.0,2020-02-16 20:43:02,,,,4.0
5.0,Australia,0.0,2020-02-09 19:33:02,,,Queensland,0.0
5.0,Canada,0.0,2020-02-17 08:03:07,,,British Columbia,0.0
4.0,Australia,0.0,2020-02-13 17:53:03,,,New South Wales,4.0
4.0,Australia,0.0,2020-02-13 17:53:03,,,Victoria,4.0
3.0,India,0.0,2020-02-16 07:43:02,,,,3.0
3.0,Italy,0.0,2020-02-07 17:53:02,,,,0.0
3.0,Philippines,1.0,2020-02-12 07:43:02,,,,1.0
2.0,Australia,0.0,2020-02-17 08:13:09,,,South Australia,2.0
2.0,Canada,0.0,2020-02-04 00:13:06,,,"Toronto, ON",0.0
2.0,Iran,2.0,2020-02-19 23:43:02,,,,0.0
2.0,Russia,0.0,2020-02-12 14:43:03,,,,2.0
2.0,Spain,0.0,2020-02-15 17:23:04,,,,2.0
2.0,US,0.0,2020-02-09 19:03:03,,,"Chicago, IL",2.0
2.0,US,0.0,2020-02-03 03:53:02,,,"San Benito, CA",0.0
2.0,US,0.0,2020-02-13 03:13:08,,,"San Diego County, CA",0.0
2.0,US,0.0,2020-02-03 00:43:02,,,"Santa Clara, CA",0.0
1.0,Belgium,0.0,2020-02-17 04:23:06,,,,1.0
1.0,Cambodia,0.0,2020-02-12 07:43:02,,,,1.0
1.0,Canada,0.0,2020-02-12 18:53:03,,,"London, ON",1.0
1.0,Egypt,0.0,2020-02-14 23:53:02,,,,0.0
1.0,Finland,0.0,2020-02-12 00:03:12,,,,1.0
1.0,Mainland China,0.0,2020-02-12 06:43:02,,,Tibet,1.0
1.0,Nepal,0.0,2020-02-12 14:43:03,,,,1.0
1.0,Sri Lanka,0.0,2020-02-08 03:43:03,,,,1.0
1.0,Sweden,0.0,2020-02-01 02:13:26,,,,0.0
1.0,US,0.0,2020-02-01 19:43:03,,,"Boston, MA",0.0
1.0,US,0.0,2020-02-01 19:53:03,,,"Los Angeles, CA",0.0
1.0,US,0.0,2020-02-05 21:53:02,,,"Madison, WI",0.0
1.0,US,0.0,2020-02-01 19:53:03,,,"Orange, CA",0.0
1.0,US,0.0,2020-02-13 18:53:02,,,"San Antonio, TX",0.0
1.0,US,0.0,2020-02-09 07:03:04,,,"Seattle, WA",1.0
1.0,US,0.0,2020-02-01 19:43:03,,,"Tempe, AZ",0.0
62442.0,Mainland China,2144.0,2020-02-20 23:43:02,,,Hubei,11788.0
1332.0,Mainland China,5.0,2020-02-20 11:13:27,,,Guangdong,642.0
1265.0,Mainland China,19.0,2020-02-20 13:53:06,,,Henan,637.0
1175.0,Mainland China,1.0,2020-02-20 11:13:27,,,Zhejiang,633.0
1010.0,Mainland China,4.0,2020-02-20 11:13:27,,,Hunan,634.0
987.0,Mainland China,6.0,2020-02-20 09:53:02,,,Anhui,474.0
934.0,Mainland China,1.0,2020-02-20 05:23:02,,,Jiangxi,433.0
634.0,Others,2.0,2020-02-20 15:53:03,,,Diamond Princess cruise ship,1.0
631.0,Mainland China,0.0,2020-02-20 12:53:02,,,Jiangsu,356.0
567.0,Mainland China,6.0,2020-02-20 23:13:05,,,Chongqing,299.0
546.0,Mainland China,4.0,2020-02-20 11:13:27,,,Shandong,254.0
520.0,Mainland China,3.0,2020-02-20 09:53:02,,,Sichuan,217.0
476.0,Mainland China,12.0,2020-02-20 09:43:01,,,Heilongjiang,136.0
395.0,Mainland China,4.0,2020-02-20 01:43:01,,,Beijing,153.0
334.0,Mainland China,2.0,2020-02-20 06:03:03,,,Shanghai,199.0
307.0,Mainland China,5.0,2020-02-20 11:13:27,,,Hebei,169.0
293.0,Mainland China,1.0,2020-02-20 12:23:02,,,Fujian,126.0
245.0,Mainland China,2.0,2020-02-20 09:43:01,,,Guangxi,90.0
245.0,Mainland China,1.0,2020-02-20 09:53:02,,,Shaanxi,118.0
174.0,Mainland China,2.0,2020-02-20 23:13:05,,,Yunnan,79.0
168.0,Mainland China,4.0,2020-02-20 09:53:02,,,Hainan,86.0
146.0,Mainland China,2.0,2020-02-20 09:43:01,,,Guizhou,72.0
132.0,Mainland China,0.0,2020-02-20 23:13:05,,,Shanxi,76.0
131.0,Mainland China,3.0,2020-02-20 12:53:02,,,Tianjin,59.0
121.0,Mainland China,1.0,2020-02-20 06:23:02,,,Liaoning,59.0
104.0,South Korea,1.0,2020-02-20 09:53:02,,,,16.0
94.0,Japan,1.0,2020-02-20 15:53:03,,,,18.0
91.0,Mainland China,2.0,2020-02-20 14:13:17,,,Gansu,71.0
91.0,Mainland China,1.0,2020-02-20 09:43:01,,,Jilin,43.0
84.0,Singapore,0.0,2020-02-19 22:13:08,,,,34.0
76.0,Mainland China,1.0,2020-02-20 13:33:02,,,Xinjiang,22.0
75.0,Mainland China,0.0,2020-02-20 12:53:02,,,Inner Mongolia,16.0
71.0,Mainland China,0.0,2020-02-20 05:23:02,,,Ningxia,44.0
68.0,Hong Kong,2.0,2020-02-20 23:13:05,,,Hong Kong,6.0
35.0,Thailand,0.0,2020-02-17 07:33:02,,,,15.0
24.0,Taiwan,1.0,2020-02-20 02:13:19,,,Taiwan,2.0
22.0,Malaysia,0.0,2020-02-19 09:33:03,,,,15.0
18.0,Mainland China,0.0,2020-02-19 04:53:02,,,Qinghai,16.0
16.0,Germany,0.0,2020-02-18 17:03:03,,,,12.0
16.0,Vietnam,0.0,2020-02-13 06:33:02,,,,7.0
12.0,France,1.0,2020-02-15 20:53:02,,,,4.0
10.0,Macau,0.0,2020-02-20 02:13:19,,,Macau,6.0
9.0,UK,0.0,2020-02-16 16:23:06,,,,8.0
9.0,United Arab Emirates,0.0,2020-02-16 20:43:02,,,,4.0
5.0,Australia,0.0,2020-02-09 19:33:02,,,Queensland,0.0
5.0,Canada,0.0,2020-02-17 08:03:07,,,British Columbia,0.0
5.0,Iran,2.0,2020-02-20 17:33:02,,,,0.0
4.0,Australia,0.0,2020-02-13 17:53:03,,,New South Wales,4.0
4.0,Australia,0.0,2020-02-13 17:53:03,,,Victoria,4.0
3.0,India,0.0,2020-02-16 07:43:02,,,,3.0
3.0,Italy,0.0,2020-02-07 17:53:02,,,,0.0
3.0,Philippines,1.0,2020-02-12 07:43:02,,,,1.0
2.0,Australia,0.0,2020-02-17 08:13:09,,,South Australia,2.0
2.0,Canada,0.0,2020-02-04 00:13:06,,,"Toronto, ON",0.0
2.0,Russia,0.0,2020-02-12 14:43:03,,,,2.0
2.0,Spain,0.0,2020-02-15 17:23:04,,,,2.0
2.0,US,0.0,2020-02-09 19:03:03,,,"Chicago, IL",2.0
2.0,US,0.0,2020-02-03 03:53:02,,,"San Benito, CA",0.0
2.0,US,0.0,2020-02-13 03:13:08,,,"San Diego County, CA",0.0
2.0,US,0.0,2020-02-03 00:43:02,,,"Santa Clara, CA",0.0
1.0,Belgium,0.0,2020-02-17 04:23:06,,,,1.0
1.0,Cambodia,0.0,2020-02-12 07:43:02,,,,1.0
1.0,Canada,0.0,2020-02-12 18:53:03,,,"London, ON",1.0
1.0,Egypt,0.0,2020-02-14 23:53:02,,,,0.0
1.0,Finland,0.0,2020-02-12 00:03:12,,,,1.0
1.0,Mainland China,0.0,2020-02-12 06:43:02,,,Tibet,1.0
1.0,Nepal,0.0,2020-02-12 14:43:03,,,,1.0
1.0,Sri Lanka,0.0,2020-02-08 03:43:03,,,,1.0
1.0,Sweden,0.0,2020-02-01 02:13:26,,,,0.0
1.0,US,0.0,2020-02-01 19:43:03,,,"Boston, MA",0.0
1.0,US,0.0,2020-02-01 19:53:03,,,"Los Angeles, CA",0.0
1.0,US,0.0,2020-02-05 21:53:02,,,"Madison, WI",0.0
1.0,US,0.0,2020-02-01 19:53:03,,,"Orange, CA",0.0
1.0,US,0.0,2020-02-13 18:53:02,,,"San Antonio, TX",0.0
1.0,US,0.0,2020-02-09 07:03:04,,,"Seattle, WA",1.0
1.0,US,0.0,2020-02-01 19:43:03,,,"Tempe, AZ",0.0
62662.0,Mainland China,2144.0,2020-02-21 13:03:09,,,Hubei,11881.0
1333.0,Mainland China,5.0,2020-02-21 10:13:09,,,Guangdong,690.0
1267.0,Mainland China,19.0,2020-02-21 13:43:02,,,Henan,736.0
1203.0,Mainland China,1.0,2020-02-21 10:23:02,,,Zhejiang,679.0
1011.0,Mainland China,4.0,2020-02-21 15:13:07,,,Hunan,661.0
988.0,Mainland China,6.0,2020-02-21 10:13:09,,,Anhui,539.0
934.0,Mainland China,1.0,2020-02-21 01:13:05,,,Jiangxi,489.0
749.0,Mainland China,4.0,2020-02-21 10:23:02,,,Shandong,281.0
634.0,Others,2.0,2020-02-20 15:53:03,,,Diamond Princess cruise ship,1.0
631.0,Mainland China,0.0,2020-02-21 11:43:01,,,Jiangsu,373.0
572.0,Mainland China,6.0,2020-02-21 23:13:14,,,Chongqing,316.0
525.0,Mainland China,3.0,2020-02-21 12:53:01,,,Sichuan,231.0
479.0,Mainland China,12.0,2020-02-21 11:43:01,,,Heilongjiang,175.0
396.0,Mainland China,4.0,2020-02-21 01:03:09,,,Beijing,169.0
334.0,Mainland China,2.0,2020-02-21 05:53:01,,,Shanghai,211.0
308.0,Mainland China,5.0,2020-02-21 12:53:01,,,Hebei,184.0
293.0,Mainland China,1.0,2020-02-21 11:43:01,,,Fujian,149.0
246.0,Mainland China,2.0,2020-02-21 11:43:01,,,Guangxi,97.0
245.0,Mainland China,1.0,2020-02-21 11:43:01,,,Shaanxi,134.0
204.0,South Korea,2.0,2020-02-21 13:43:02,,,,16.0
174.0,Mainland China,2.0,2020-02-21 06:23:04,,,Yunnan,96.0
168.0,Mainland China,4.0,2020-02-21 10:13:09,,,Hainan,95.0
146.0,Mainland China,2.0,2020-02-21 12:53:01,,,Guizhou,77.0
132.0,Mainland China,0.0,2020-02-21 23:33:06,,,Shanxi,78.0
132.0,Mainland China,3.0,2020-02-21 12:53:01,,,Tianjin,62.0
121.0,Mainland China,1.0,2020-02-21 01:33:02,,,Liaoning,61.0
105.0,Japan,1.0,2020-02-21 19:03:06,,,,22.0
91.0,Mainland China,2.0,2020-02-21 15:13:07,,,Gansu,76.0
91.0,Mainland China,1.0,2020-02-21 10:13:09,,,Jilin,45.0
85.0,Singapore,0.0,2020-02-21 03:43:02,,,,37.0
76.0,Mainland China,1.0,2020-02-21 13:43:02,,,Xinjiang,24.0
75.0,Mainland China,0.0,2020-02-21 08:03:15,,,Inner Mongolia,17.0
71.0,Mainland China,0.0,2020-02-21 06:23:04,,,Ningxia,48.0
68.0,Hong Kong,2.0,2020-02-21 03:43:02,,,Hong Kong,5.0
35.0,Thailand,0.0,2020-02-21 18:53:02,,,,17.0
26.0,Taiwan,1.0,2020-02-21 06:53:03,,,Taiwan,2.0
22.0,Malaysia,0.0,2020-02-19 09:33:03,,,,15.0
20.0,Italy,1.0,2020-02-21 23:33:06,,,,0.0
18.0,Iran,4.0,2020-02-21 18:53:02,,,,0.0
18.0,Mainland China,0.0,2020-02-21 04:43:02,,,Qinghai,18.0
16.0,Germany,0.0,2020-02-21 23:03:13,,,,14.0
16.0,Vietnam,0.0,2020-02-21 06:03:04,,,,14.0
12.0,France,1.0,2020-02-15 20:53:02,,,,4.0
11.0,US,0.0,2020-02-21 23:23:06,,,"Ashland, NE",0.0
10.0,Macau,0.0,2020-02-20 02:13:19,,,Macau,6.0
9.0,UK,0.0,2020-02-16 16:23:06,,,,8.0
9.0,United Arab Emirates,0.0,2020-02-16 20:43:02,,,,4.0
6.0,Canada,0.0,2020-02-21 05:23:04,,,British Columbia,0.0
5.0,Australia,0.0,2020-02-21 05:43:02,,,Queensland,1.0
5.0,US,0.0,2020-02-21 23:23:06,,,"Travis, CA",0.0
4.0,Australia,0.0,2020-02-21 23:03:13,,,From Diamond Princess,0.0
4.0,Australia,0.0,2020-02-13 17:53:03,,,New South Wales,4.0
4.0,Australia,0.0,2020-02-13 17:53:03,,,Victoria,4.0
3.0,India,0.0,2020-02-16 07:43:02,,,,3.0
3.0,Philippines,1.0,2020-02-12 07:43:02,,,,1.0
2.0,Australia,0.0,2020-02-17 08:13:09,,,South Australia,2.0
2.0,Canada,0.0,2020-02-21 05:23:04,,,"Toronto, ON",2.0
2.0,Russia,0.0,2020-02-12 14:43:03,,,,2.0
2.0,Spain,0.0,2020-02-15 17:23:04,,,,2.0
2.0,US,0.0,2020-02-09 19:03:03,,,"Chicago, IL",2.0
2.0,US,0.0,2020-02-21 23:23:06,,,"Lackland, TX",0.0
2.0,US,0.0,2020-02-03 03:53:02,,,"San Benito, CA",0.0
2.0,US,0.0,2020-02-21 05:43:02,,,"San Diego County, CA",1.0
2.0,US,0.0,2020-02-21 05:23:04,,,"Santa Clara, CA",1.0
1.0,Belgium,0.0,2020-02-17 04:23:06,,,,1.0
1.0,Cambodia,0.0,2020-02-12 07:43:02,,,,1.0
1.0,Canada,0.0,2020-02-12 18:53:03,,,"London, ON",1.0
1.0,Egypt,0.0,2020-02-21 18:53:02,,,,0.0
1.0,Finland,0.0,2020-02-12 00:03:12,,,,1.0
1.0,Israel,0.0,2020-02-21 15:33:03,,,From Diamond Princess,0.0
1.0,Lebanon,0.0,2020-02-21 15:33:03,,,None,0.0
1.0,Mainland China,0.0,2020-02-12 06:43:02,,,Tibet,1.0
1.0,Nepal,0.0,2020-02-12 14:43:03,,,,1.0
1.0,Sri Lanka,0.0,2020-02-08 03:43:03,,,,1.0
1.0,Sweden,0.0,2020-02-01 02:13:26,,,,0.0
1.0,US,0.0,2020-02-01 19:43:03,,,"Boston, MA",0.0
1.0,US,0.0,2020-02-21 05:13:09,,,"Humboldt County, CA",0.0
1.0,US,0.0,2020-02-01 19:53:03,,,"Los Angeles, CA",0.0
1.0,US,0.0,2020-02-05 21:53:02,,,"Madison, WI",0.0
1.0,US,0.0,2020-02-01 19:53:03,,,"Orange, CA",0.0
1.0,US,0.0,2020-02-21 23:13:16,,,"Sacramento County, CA",0.0
1.0,US,0.0,2020-02-13 18:53:02,,,"San Antonio, TX",0.0
1.0,US,0.0,2020-02-09 07:03:04,,,"Seattle, WA",1.0
1.0,US,0.0,2020-02-01 19:43:03,,,"Tempe, AZ",0.0
64084.0,Mainland China,2346.0,2020-02-22 23:33:06,,,Hubei,15299.0
1339.0,Mainland China,5.0,2020-02-22 10:03:04,,,Guangdong,728.0
1270.0,Mainland China,19.0,2020-02-22 14:13:38,,,Henan,830.0
1205.0,Mainland China,1.0,2020-02-22 11:13:13,,,Zhejiang,719.0
1013.0,Mainland China,4.0,2020-02-22 10:03:04,,,Hunan,692.0
989.0,Mainland China,6.0,2020-02-22 07:43:03,,,Anhui,597.0
934.0,Mainland China,1.0,2020-02-22 06:13:05,,,Jiangxi,555.0
750.0,Mainland China,4.0,2020-02-22 09:43:02,,,Shandong,302.0
634.0,Others,2.0,2020-02-20 15:53:03,,,Diamond Princess cruise ship,1.0
631.0,Mainland China,0.0,2020-02-22 07:43:03,,,Jiangsu,401.0
573.0,Mainland China,6.0,2020-02-22 23:23:05,,,Chongqing,328.0
526.0,Mainland China,3.0,2020-02-22 13:03:03,,,Sichuan,250.0
479.0,Mainland China,12.0,2020-02-22 11:13:13,,,Heilongjiang,204.0
433.0,South Korea,2.0,2020-02-22 08:33:02,,,,16.0
399.0,Mainland China,4.0,2020-02-22 02:23:05,,,Beijing,178.0
335.0,Mainland China,3.0,2020-02-22 06:33:17,,,Shanghai,227.0
309.0,Mainland China,6.0,2020-02-22 12:33:04,,,Hebei,203.0
293.0,Mainland China,1.0,2020-02-22 14:03:04,,,Fujian,162.0
249.0,Mainland China,2.0,2020-02-22 05:53:02,,,Guangxi,104.0
245.0,Mainland China,1.0,2020-02-22 09:53:02,,,Shaanxi,149.0
174.0,Mainland China,2.0,2020-02-22 04:43:02,,,Yunnan,107.0
168.0,Mainland China,4.0,2020-02-22 09:53:02,,,Hainan,104.0
146.0,Mainland China,2.0,2020-02-22 01:03:10,,,Guizhou,90.0
135.0,Mainland China,3.0,2020-02-22 12:33:04,,,Tianjin,65.0
132.0,Mainland China,0.0,2020-02-22 23:23:05,,,Shanxi,81.0
122.0,Japan,1.0,2020-02-22 14:53:02,,,,22.0
121.0,Mainland China,1.0,2020-02-22 02:23:05,,,Liaoning,66.0
91.0,Mainland China,2.0,2020-02-21 15:13:07,,,Gansu,76.0
91.0,Mainland China,1.0,2020-02-22 12:33:04,,,Jilin,52.0
85.0,Singapore,0.0,2020-02-21 03:43:02,,,,37.0
76.0,Mainland China,2.0,2020-02-22 11:13:14,,,Xinjiang,25.0
75.0,Mainland China,0.0,2020-02-22 23:53:01,,,Inner Mongolia,26.0
71.0,Mainland China,0.0,2020-02-21 06:23:04,,,Ningxia,48.0
69.0,Hong Kong,2.0,2020-02-22 13:23:05,,,Hong Kong,6.0
62.0,Italy,2.0,2020-02-22 23:43:02,,,,1.0
35.0,Thailand,0.0,2020-02-21 18:53:02,,,,17.0
28.0,Iran,5.0,2020-02-22 10:03:05,,,,0.0
26.0,Taiwan,1.0,2020-02-21 06:53:03,,,Taiwan,2.0
22.0,Malaysia,0.0,2020-02-19 09:33:03,,,,15.0
18.0,Mainland China,0.0,2020-02-21 04:43:02,,,Qinghai,18.0
16.0,Germany,0.0,2020-02-21 23:03:13,,,,14.0
16.0,Vietnam,0.0,2020-02-21 06:03:04,,,,14.0
13.0,United Arab Emirates,0.0,2020-02-22 14:53:02,,,,4.0
12.0,France,1.0,2020-02-15 20:53:02,,,,4.0
11.0,US,0.0,2020-02-22 23:03:09,,,"Omaha, NE (From Diamond Princess)",0.0
10.0,Macau,0.0,2020-02-20 02:13:19,,,Macau,6.0
9.0,UK,0.0,2020-02-16 16:23:06,,,,8.0
7.0,Australia,0.0,2020-02-22 17:03:05,,,From Diamond Princess,0.0
6.0,Canada,0.0,2020-02-21 05:23:04,,,British Columbia,0.0
5.0,Australia,0.0,2020-02-21 05:43:02,,,Queensland,1.0
5.0,US,0.0,2020-02-22 17:13:24,,,"Travis, CA (From Diamond Princess)",0.0
4.0,Australia,0.0,2020-02-13 17:53:03,,,New South Wales,4.0
4.0,Australia,0.0,2020-02-13 17:53:03,,,Victoria,4.0
3.0,India,0.0,2020-02-16 07:43:02,,,,3.0
3.0,Philippines,1.0,2020-02-12 07:43:02,,,,1.0
2.0,Australia,0.0,2020-02-17 08:13:09,,,South Australia,2.0
2.0,Canada,0.0,2020-02-21 05:23:04,,,"Toronto, ON",2.0
2.0,Russia,0.0,2020-02-12 14:43:03,,,,2.0
2.0,Spain,0.0,2020-02-15 17:23:04,,,,2.0
2.0,US,0.0,2020-02-09 19:03:03,,,"Chicago, IL",2.0
2.0,US,0.0,2020-02-22 17:13:24,,,"Lackland, TX (From Diamond Princess)",0.0
2.0,US,0.0,2020-02-03 03:53:02,,,"San Benito, CA",0.0
2.0,US,0.0,2020-02-21 05:43:02,,,"San Diego County, CA",1.0
2.0,US,0.0,2020-02-21 05:23:04,,,"Santa Clara, CA",1.0
1.0,Belgium,0.0,2020-02-17 04:23:06,,,,1.0
1.0,Cambodia,0.0,2020-02-12 07:43:02,,,,1.0
1.0,Canada,0.0,2020-02-12 18:53:03,,,"London, ON",1.0
1.0,Egypt,0.0,2020-02-21 18:53:02,,,,0.0
1.0,Finland,0.0,2020-02-12 00:03:12,,,,1.0
1.0,Israel,0.0,2020-02-22 20:53:02,,,From Diamond Princess,0.0
1.0,Lebanon,0.0,2020-02-22 20:53:02,,,,0.0
1.0,Mainland China,0.0,2020-02-12 06:43:02,,,Tibet,1.0
1.0,Nepal,0.0,2020-02-12 14:43:03,,,,1.0
1.0,Sri Lanka,0.0,2020-02-08 03:43:03,,,,1.0
1.0,Sweden,0.0,2020-02-01 02:13:26,,,,0.0
1.0,US,0.0,2020-02-01 19:43:03,,,"Boston, MA",0.0
1.0,US,0.0,2020-02-21 05:13:09,,,"Humboldt County, CA",0.0
1.0,US,0.0,2020-02-01 19:53:03,,,"Los Angeles, CA",0.0
1.0,US,0.0,2020-02-05 21:53:02,,,"Madison, WI",0.0
1.0,US,0.0,2020-02-01 19:53:03,,,"Orange, CA",0.0
1.0,US,0.0,2020-02-21 23:13:16,,,"Sacramento County, CA",0.0
1.0,US,0.0,2020-02-13 18:53:02,,,"San Antonio, TX",0.0
1.0,US,0.0,2020-02-09 07:03:04,,,"Seattle, WA",1.0
1.0,US,0.0,2020-02-01 19:43:03,,,"Tempe, AZ",0.0
64084.0,Mainland China,2346.0,2020-02-23 11:33:03,,,Hubei,15343.0
1342.0,Mainland China,6.0,2020-02-23 08:53:02,,,Guangdong,755.0
1271.0,Mainland China,19.0,2020-02-23 10:23:02,,,Henan,868.0
1205.0,Mainland China,1.0,2020-02-23 13:43:02,,,Zhejiang,760.0
1016.0,Mainland China,4.0,2020-02-23 10:33:03,,,Hunan,714.0
989.0,Mainland China,6.0,2020-02-23 10:53:02,,,Anhui,637.0
934.0,Mainland China,1.0,2020-02-23 09:23:02,,,Jiangxi,613.0
754.0,Mainland China,4.0,2020-02-23 11:33:03,,,Shandong,321.0
691.0,Others,3.0,2020-02-23 22:33:03,,,Diamond Princess cruise ship,0.0
631.0,Mainland China,0.0,2020-02-23 08:53:02,,,Jiangsu,418.0
602.0,South Korea,6.0,2020-02-23 23:33:07,,,,18.0
575.0,Mainland China,6.0,2020-02-23 23:13:05,,,Chongqing,335.0
526.0,Mainland China,3.0,2020-02-23 08:53:02,,,Sichuan,261.0
480.0,Mainland China,12.0,2020-02-23 13:43:02,,,Heilongjiang,222.0
399.0,Mainland China,4.0,2020-02-23 01:13:13,,,Beijing,189.0
335.0,Mainland China,3.0,2020-02-23 03:13:07,,,Shanghai,249.0
311.0,Mainland China,6.0,2020-02-23 11:33:03,,,Hebei,219.0
293.0,Mainland China,1.0,2020-02-23 10:33:03,,,Fujian,170.0
249.0,Mainland China,2.0,2020-02-23 10:33:03,,,Guangxi,106.0
245.0,Mainland China,1.0,2020-02-23 12:13:14,,,Shaanxi,163.0
174.0,Mainland China,2.0,2020-02-23 05:33:03,,,Yunnan,115.0
168.0,Mainland China,5.0,2020-02-23 23:23:03,,,Hainan,106.0
155.0,Italy,3.0,2020-02-23 23:43:02,,,,2.0
147.0,Japan,1.0,2020-02-23 23:33:07,,,,22.0
146.0,Mainland China,2.0,2020-02-23 12:43:02,,,Guizhou,102.0
135.0,Mainland China,3.0,2020-02-23 12:43:02,,,Tianjin,81.0
132.0,Mainland China,0.0,2020-02-23 23:03:08,,,Shanxi,88.0
121.0,Mainland China,1.0,2020-02-23 13:33:02,,,Liaoning,73.0
91.0,Mainland China,2.0,2020-02-23 13:23:06,,,Gansu,78.0
91.0,Mainland China,1.0,2020-02-23 12:43:02,,,Jilin,54.0
89.0,Singapore,0.0,2020-02-23 15:13:15,,,,51.0
76.0,Mainland China,2.0,2020-02-23 14:43:04,,,Xinjiang,28.0
75.0,Mainland China,0.0,2020-02-23 09:43:02,,,Inner Mongolia,27.0
74.0,Hong Kong,2.0,2020-02-23 09:53:02,,,Hong Kong,11.0
71.0,Mainland China,0.0,2020-02-23 05:33:03,,,Ningxia,56.0
43.0,Iran,8.0,2020-02-23 15:13:15,,,,0.0
35.0,Thailand,0.0,2020-02-23 15:03:05,,,,21.0
28.0,Taiwan,1.0,2020-02-23 09:53:02,,,Taiwan,2.0
22.0,Malaysia,0.0,2020-02-19 09:33:03,,,,15.0
18.0,Mainland China,0.0,2020-02-21 04:43:02,,,Qinghai,18.0
16.0,Germany,0.0,2020-02-21 23:03:13,,,,14.0
16.0,Vietnam,0.0,2020-02-21 06:03:04,,,,14.0
13.0,United Arab Emirates,0.0,2020-02-22 14:53:02,,,,4.0
12.0,France,1.0,2020-02-15 20:53:02,,,,4.0
11.0,US,0.0,2020-02-22 23:03:09,,,"Omaha, NE (From Diamond Princess)",0.0
10.0,Macau,0.0,2020-02-20 02:13:19,,,Macau,6.0
9.0,UK,0.0,2020-02-16 16:23:06,,,,8.0
7.0,Australia,0.0,2020-02-22 17:03:05,,,From Diamond Princess,0.0
6.0,Canada,0.0,2020-02-21 05:23:04,,,British Columbia,0.0
5.0,Australia,0.0,2020-02-21 05:43:02,,,Queensland,1.0
